Meter ID,Meter Name,Date,Asset Name,Asset Type,Project,Folder,Org ID,Org Type,Environment Name,Environment Type,Tier,IPU Per Unit,Usage,Consumption (IPUs)
5hflTd89LojbuPtkRvPd8o,Catalog Records,2025-11-09T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,environmentId,Cloud Hosted Service,0.000 - 500000.000,0.830000,143291.000000000000,1.189315300000
5hflTd89LojbuPtkRvPd8o,Catalog Records,2025-11-08T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,environmentId,Cloud Hosted Service,0.000 - 500000.000,0.830000,143291.000000000000,1.189315300000
5hflTd89LojbuPtkRvPd8o,Catalog Records,2025-11-07T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,environmentId,Cloud Hosted Service,0.000 - 500000.000,0.830000,143291.000000000000,1.189315300000
5hflTd89LojbuPtkRvPd8o,Catalog Records,2025-11-06T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,environmentId,Cloud Hosted Service,0.000 - 500000.000,0.830000,143291.000000000000,1.189315300000
5hflTd89LojbuPtkRvPd8o,Catalog Records,2025-11-05T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,environmentId,Cloud Hosted Service,0.000 - 500000.000,0.830000,143291.000000000000,1.189315300000
5hflTd89LojbuPtkRvPd8o,Catalog Records,2025-11-04T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,environmentId,Cloud Hosted Service,0.000 - 500000.000,0.830000,143291.000000000000,1.189315300000
5hflTd89LojbuPtkRvPd8o,Catalog Records,2025-11-03T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,environmentId,Cloud Hosted Service,0.000 - 500000.000,0.830000,143291.000000000000,1.189315300000
5hflTd89LojbuPtkRvPd8o,Catalog Records,2025-11-02T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,environmentId,Cloud Hosted Service,0.000 - 500000.000,0.830000,143291.000000000000,1.189315300000
5hflTd89LojbuPtkRvPd8o,Catalog Records,2025-11-01T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,environmentId,Cloud Hosted Service,0.000 - 500000.000,0.830000,143291.000000000000,1.189315300000
5hflTd89LojbuPtkRvPd8o,Catalog Records,2025-10-31T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,environmentId,Cloud Hosted Service,0.000 - 500000.000,0.830000,143291.000000000000,1.189315300000
5hflTd89LojbuPtkRvPd8o,Catalog Records,2025-10-30T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,environmentId,Cloud Hosted Service,0.000 - 500000.000,0.830000,143291.000000000000,1.189315300000
5hflTd89LojbuPtkRvPd8o,Catalog Records,2025-10-29T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,environmentId,Cloud Hosted Service,0.000 - 500000.000,0.830000,143291.000000000000,1.189315300000
5hflTd89LojbuPtkRvPd8o,Catalog Records,2025-10-28T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,environmentId,Cloud Hosted Service,0.000 - 500000.000,0.830000,143291.000000000000,1.189315300000
5hflTd89LojbuPtkRvPd8o,Catalog Records,2025-10-27T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,environmentId,Cloud Hosted Service,0.000 - 500000.000,0.830000,143291.000000000000,1.189315300000
5hflTd89LojbuPtkRvPd8o,Catalog Records,2025-10-26T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,environmentId,Cloud Hosted Service,0.000 - 500000.000,0.830000,143291.000000000000,1.189315300000
5hflTd89LojbuPtkRvPd8o,Catalog Records,2025-10-25T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,environmentId,Cloud Hosted Service,0.000 - 500000.000,0.830000,143291.000000000000,1.189315300000
5hflTd89LojbuPtkRvPd8o,Catalog Records,2025-10-24T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,environmentId,Cloud Hosted Service,0.000 - 500000.000,0.830000,143291.000000000000,1.189315300000
5hflTd89LojbuPtkRvPd8o,Catalog Records,2025-10-23T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,environmentId,Cloud Hosted Service,0.000 - 500000.000,0.830000,143291.000000000000,1.189315300000
5hflTd89LojbuPtkRvPd8o,Catalog Records,2025-10-22T00:00:00Z,null,null,null,null,3iIXLENg80KlHtUCJmWA8R,Production,environmentId,Cloud Hosted Service,0.000 - 500000.000,0.830000,143291.000000000000,1.189315300000
