Date,Project,Folder,Org ID,Org Type,Consumption (IPUs)
2025-10-09T00:00:00Z,null,null,3iIXLENg80KlHtUCJmWA8R,Production,1.426815300000
2025-10-08T00:00:00Z,null,null,3iIXLENg80KlHtUCJmWA8R,Production,1.426815300000
2025-10-07T00:00:00Z,null,null,3iIXLENg80KlHtUCJmWA8R,Production,1.426815300000
2025-10-06T00:00:00Z,null,null,3iIXLENg80KlHtUCJmWA8R,Production,1.426815300000
2025-10-05T00:00:00Z,null,null,3iIXLENg80KlHtUCJmWA8R,Production,1.426815300000
2025-10-04T00:00:00Z,null,null,3iIXLENg80KlHtUCJmWA8R,Production,1.426815300000
2025-10-03T00:00:00Z,null,null,3iIXLENg80KlHtUCJmWA8R,Production,1.476756584266
2025-10-02T00:00:00Z,null,null,3iIXLENg80KlHtUCJmWA8R,Production,1.426815300000
2025-10-01T00:00:00Z,null,null,3iIXLENg80KlHtUCJmWA8R,Production,1.426815300000
2025-09-30T00:00:00Z,null,null,3iIXLENg80KlHtUCJmWA8R,Production,1.426815300000
2025-09-29T00:00:00Z,null,null,3iIXLENg80KlHtUCJmWA8R,Production,1.426815300000
2025-09-28T00:00:00Z,null,null,3iIXLENg80KlHtUCJmWA8R,Production,1.426815300000
2025-09-27T00:00:00Z,null,null,3iIXLENg80KlHtUCJmWA8R,Production,1.426815300000
2025-09-26T00:00:00Z,null,null,3iIXLENg80KlHtUCJmWA8R,Production,1.481461761689
2025-09-25T00:00:00Z,null,null,3iIXLENg80KlHtUCJmWA8R,Production,1.426815300000
2025-09-24T00:00:00Z,null,null,3iIXLENg80KlHtUCJmWA8R,Production,1.426815300000
2025-09-23T00:00:00Z,null,null,3iIXLENg80KlHtUCJmWA8R,Production,1.426815300000
2025-09-22T00:00:00Z,null,null,3iIXLENg80KlHtUCJmWA8R,Production,1.426815300000
2025-09-21T00:00:00Z,null,null,3iIXLENg80KlHtUCJmWA8R,Production,1.426815300000
2025-09-20T00:00:00Z,null,null,3iIXLENg80KlHtUCJmWA8R,Production,1.426815300000
2025-09-19T00:00:00Z,null,null,3iIXLENg80KlHtUCJmWA8R,Production,1.475769972178
2025-09-18T00:00:00Z,null,null,3iIXLENg80KlHtUCJmWA8R,Production,1.426815300000
2025-09-17T00:00:00Z,null,null,3iIXLENg80KlHtUCJmWA8R,Production,1.426815300000
2025-09-16T00:00:00Z,null,null,3iIXLENg80KlHtUCJmWA8R,Production,1.426815300000
2025-09-15T00:00:00Z,null,null,3iIXLENg80KlHtUCJmWA8R,Production,1.426815300000
2025-09-14T00:00:00Z,null,null,3iIXLENg80KlHtUCJmWA8R,Production,1.426815300000
2025-09-13T00:00:00Z,null,null,3iIXLENg80KlHtUCJmWA8R,Production,1.426815300000
2025-09-12T00:00:00Z,null,null,3iIXLENg80KlHtUCJmWA8R,Production,1.498426773066
2025-09-11T00:00:00Z,null,null,3iIXLENg80KlHtUCJmWA8R,Production,1.426815300000
2025-09-10T00:00:00Z,null,null,3iIXLENg80KlHtUCJmWA8R,Production,1.426815300000
2025-09-09T00:00:00Z,null,null,3iIXLENg80KlHtUCJmWA8R,Production,1.426815300000
